版本,配置,股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因
V4 (持續下降),6週+6個持倉_全週期,6865,backup_v4,20250430,79.9,20250507,71.2,7,-11.33%,"NT$-9,438",停損
V4 (持續下降),6週+6個持倉_全週期,6680,backup_v4,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-83,673",停損
V4 (持續下降),6週+6個持倉_全週期,4571,backup_v4,20250430,151.5,20250611,160.5,42,+5.50%,"NT$+4,579",到期
V4 (持續下降),6週+6個持倉_全週期,7631,backup_v4,20250430,101.5,20250611,103.5,42,+1.53%,"NT$+1,272",到期
V4 (持續下降),6週+6個持倉_全週期,7718,backup_v4,20250430,51.0,20250611,50.8,42,-0.83%,NT$-695,到期
V4 (持續下降),6週+6個持倉_全週期,3036,backup_v4,20250507,116.0,20250618,129.5,42,+11.20%,"NT$+9,325",到期
V4 (持續下降),6週+6個持倉_全週期,1583,backup_v4,20250528,59.5,20250707,55.2,40,-7.67%,"NT$-6,389",停損
V4 (持續下降),6週+6個持倉_全週期,3231,backup_v4,20250603,109.5,20250715,120.0,42,+9.15%,"NT$+7,613",到期
V4 (持續下降),6週+6個持倉_全週期,4749,main,20250618,657.0,20250704,596.0,16,-9.73%,"NT$-8,064",停損
V4 (持續下降),6週+6個持倉_全週期,6919,main,20250702,1345.0,20250707,1240.0,5,-8.25%,"NT$-6,778",停損
V4 (持續下降),6週+6個持倉_全週期,3131,main,20250716,1655.0,20250724,1530.0,8,-8.00%,"NT$-6,626",停損
V4 (持續下降),6週+6個持倉_全週期,5536,main,20250723,494.5,20250903,854.0,42,+72.26%,"NT$+60,114",到期
V4 (持續下降),6週+6個持倉_全週期,6720,backup_v4,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-7,176",停損
V4 (持續下降),6週+6個持倉_全週期,7747,backup_v4,20251001,141.5,20251029,131.5,28,-7.51%,"NT$-6,257",停損
V4 (持續下降),6週+6個持倉_全週期,6994,backup_v4,20251001,95.2,20251112,94.0,42,-1.70%,"NT$-1,419",到期
V4 (持續下降),6週+6個持倉_全週期,3450,backup_v4,20251008,283.0,20251013,262.5,5,-7.69%,"NT$-6,404",停損
V4 (持續下降),6週+6個持倉_全週期,3037,backup_v4,20251008,160.0,20251014,146.0,6,-9.19%,"NT$-7,659",停損
V4 (持續下降),6週+6個持倉_全週期,3260,backup_v4,20251008,175.5,20251119,191.0,42,+8.39%,"NT$+6,989",到期
V4 (持續下降),6週+6個持倉_全週期,3709,backup_v4,20251014,58.5,20251015,53.2,1,-9.50%,"NT$-7,916",停損
V4 (持續下降),6週+6個持倉_全週期,3189,backup_v4,20251014,122.5,20251125,137.5,42,+11.80%,"NT$+9,831",到期
V4 (持續下降),6週+6個持倉_全週期,6442,main,20251203,1250.0,20251218,1110.0,15,-11.64%,"NT$-9,619",停損
V4 (持續下降),90天+3個持倉_全週期,3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-24,514",停損
V4 (持續下降),90天+3個持倉_全週期,6472,main,20221207,400.0,20230307,497.5,90,+23.93%,"NT$+39,880",到期
V4 (持續下降),90天+3個持倉_全週期,1477,backup_v4,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-16,005",停損
V4 (持續下降),90天+3個持倉_全週期,2207,backup_v4,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-12,927",停損
V4 (持續下降),90天+3個持倉_全週期,2066,backup_v4,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-12,773",停損
V4 (持續下降),90天+3個持倉_全週期,6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-13,029",停損
V4 (持續下降),90天+3個持倉_全週期,3680,main,20230329,366.0,20230421,339.0,23,-7.82%,"NT$-13,012",停損
V4 (持續下降),90天+3個持倉_全週期,4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-16,328",停損
V4 (持續下降),90天+3個持倉_全週期,3044,backup_v4,20230426,113.5,20230725,150.0,90,+31.72%,"NT$+52,848",到期
V4 (持續下降),90天+3個持倉_全週期,3310,backup_v4,20230426,66.9,20230725,87.5,90,+30.35%,"NT$+50,568",到期
V4 (持續下降),90天+3個持倉_全週期,3483,backup_v4,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-12,864",停損
V4 (持續下降),90天+3個持倉_全週期,3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-15,424",停損
V4 (持續下降),90天+3個持倉_全週期,1210,backup_v4,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-13,372",停損
V4 (持續下降),90天+3個持倉_全週期,8081,backup_v4,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+30,503",到期
V4 (持續下降),90天+3個持倉_全週期,2211,backup_v4,20230830,68.4,20231128,80.9,90,+17.83%,"NT$+29,718",到期
V4 (持續下降),90天+3個持倉_全週期,3661,main,20231115,3105.0,20240213,4105.0,90,+31.76%,"NT$+52,346",到期
V4 (持續下降),90天+3個持倉_全週期,6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-15,745",停損
V4 (持續下降),90天+3個持倉_全週期,1519,main,20231220,329.0,20240319,660.0,90,+100.17%,"NT$+166,657",到期
V4 (持續下降),90天+3個持倉_全週期,6515,main,20240103,800.0,20240308,731.0,65,-9.07%,"NT$-15,110",停損
V4 (持續下降),90天+3個持倉_全週期,6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-16,636",停損
V4 (持續下降),90天+3個持倉_全週期,1216,backup_v4,20240320,76.5,20240618,81.5,90,+6.09%,"NT$+10,153",到期
V4 (持續下降),90天+3個持倉_全週期,2317,backup_v4,20240320,138.0,20240618,198.5,90,+43.40%,"NT$+72,329",到期
V4 (持續下降),90天+3個持倉_全週期,3030,backup_v4,20240320,80.5,20240618,172.5,90,+113.84%,"NT$+189,698",到期
V4 (持續下降),90天+3個持倉_全週期,6231,main,20240619,398.0,20240805,347.5,47,-13.13%,"NT$-21,876",停損
V4 (持續下降),90天+3個持倉_全週期,5904,main,20240619,529.0,20240917,544.0,90,+2.39%,"NT$+3,981",到期
V4 (持續下降),90天+3個持倉_全週期,1615,backup_v4,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-21,175",停損
V4 (持續下降),90天+3個持倉_全週期,2363,backup_v4,20240807,70.6,20240904,62.4,28,-12.06%,"NT$-20,092",停損
V4 (持續下降),90天+3個持倉_全週期,2548,backup_v4,20240807,145.0,20240910,133.5,34,-8.37%,"NT$-13,946",停損
V4 (持續下降),90天+3個持倉_全週期,1472,backup_v4,20240904,59.3,20241203,65.0,90,+9.17%,"NT$+15,280",到期
V4 (持續下降),90天+3個持倉_全週期,3081,backup_v4,20240911,192.5,20241210,355.5,90,+84.23%,"NT$+140,296",到期
V4 (持續下降),90天+3個持倉_全週期,6274,backup_v4,20240918,174.5,20241029,161.0,41,-8.18%,"NT$-13,621",停損
V4 (持續下降),90天+3個持倉_全週期,2354,backup_v4,20241030,80.6,20241231,74.4,62,-8.13%,"NT$-13,552",停損
V4 (持續下降),90天+3個持倉_全週期,3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-14,187",停損
V4 (持續下降),90天+3個持倉_全週期,6643,main,20250312,690.0,20250331,582.0,19,-16.09%,"NT$-26,802",停損
V4 (持續下降),90天+3個持倉_全週期,7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-22,291",停損
V4 (持續下降),90天+3個持倉_全週期,2753,backup_v4,20250416,191.0,20250422,176.0,6,-8.30%,"NT$-13,821",停損
V4 (持續下降),90天+3個持倉_全週期,6023,backup_v4,20250416,80.6,20250715,82.8,90,+2.29%,"NT$+3,810",到期
V4 (持續下降),90天+3個持倉_全週期,6680,backup_v4,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-167,346",停損
V4 (持續下降),90天+3個持倉_全週期,4571,backup_v4,20250430,151.5,20250729,164.5,90,+8.14%,"NT$+13,557",到期
V4 (持續下降),90天+3個持倉_全週期,3231,backup_v4,20250603,109.5,20250901,109.5,90,-0.44%,NT$-737,到期
V4 (持續下降),90天+3個持倉_全週期,3131,main,20250716,1655.0,20250724,1530.0,8,-8.00%,"NT$-13,251",停損
V4 (持續下降),90天+3個持倉_全週期,6720,backup_v4,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-14,364",停損
V4 (持續下降),90天+3個持倉_全週期,7747,backup_v4,20251001,141.5,20251029,131.5,28,-7.51%,"NT$-12,514",停損
V4 (持續下降),90天+3個持倉_全週期,6994,backup_v4,20251001,95.2,20251114,87.0,44,-9.06%,"NT$-15,091",停損
V4 (持續下降),90天+3個持倉_全週期,6442,main,20251203,1250.0,20251218,1110.0,15,-11.64%,"NT$-19,383",停損
V4 (持續下降),90天+6個持倉_全週期,3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-12,257",停損
V4 (持續下降),90天+6個持倉_全週期,6472,main,20221207,400.0,20230307,497.5,90,+23.93%,"NT$+19,940",到期
V4 (持續下降),90天+6個持倉_全週期,1736,backup_v4,20221221,74.9,20221229,69.5,8,-7.65%,"NT$-6,377",停損
V4 (持續下降),90天+6個持倉_全週期,2707,backup_v4,20221221,253.0,20230106,233.0,16,-8.35%,"NT$-6,937",停損
V4 (持續下降),90天+6個持倉_全週期,1477,backup_v4,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-7,991",停損
V4 (持續下降),90天+6個持倉_全週期,2338,backup_v4,20221221,85.7,20230321,95.4,90,+10.88%,"NT$+9,054",到期
V4 (持續下降),90天+6個持倉_全週期,4915,backup_v4,20230111,56.7,20230411,60.7,90,+6.61%,"NT$+5,508",到期
V4 (持續下降),90天+6個持倉_全週期,6585,backup_v4,20230111,54.2,20230411,65.8,90,+20.96%,"NT$+17,463",到期
V4 (持續下降),90天+6個持倉_全週期,2207,backup_v4,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-6,439",停損
V4 (持續下降),90天+6個持倉_全週期,2066,backup_v4,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-6,383",停損
V4 (持續下降),90天+6個持倉_全週期,6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-6,502",停損
V4 (持續下降),90天+6個持倉_全週期,3680,main,20230329,366.0,20230421,339.0,23,-7.82%,"NT$-6,506",停損
V4 (持續下降),90天+6個持倉_全週期,4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-8,164",停損
V4 (持續下降),90天+6個持倉_全週期,3044,backup_v4,20230426,113.5,20230725,150.0,90,+31.72%,"NT$+26,424",到期
V4 (持續下降),90天+6個持倉_全週期,3310,backup_v4,20230426,66.9,20230725,87.5,90,+30.35%,"NT$+25,274",到期
V4 (持續下降),90天+6個持倉_全週期,3324,backup_v4,20230426,229.0,20230725,305.0,90,+32.75%,"NT$+27,259",到期
V4 (持續下降),90天+6個持倉_全週期,3587,backup_v4,20230426,182.0,20230725,243.5,90,+33.35%,"NT$+27,777",到期
V4 (持續下降),90天+6個持倉_全週期,3693,backup_v4,20230426,178.5,20230725,348.0,90,+94.52%,"NT$+78,731",到期
V4 (持續下降),90天+6個持倉_全週期,3483,backup_v4,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損
V4 (持續下降),90天+6個持倉_全週期,3551,backup_v4,20230809,73.8,20230814,68.2,5,-8.03%,"NT$-6,689",停損
V4 (持續下降),90天+6個持倉_全週期,3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損
V4 (持續下降),90天+6個持倉_全週期,4572,backup_v4,20230809,196.0,20230907,181.5,29,-7.84%,"NT$-6,525",停損
V4 (持續下降),90天+6個持倉_全週期,1210,backup_v4,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-6,686",停損
V4 (持續下降),90天+6個持倉_全週期,5508,backup_v4,20230809,72.5,20231107,85.6,90,+17.63%,"NT$+14,679",到期
V4 (持續下降),90天+6個持倉_全週期,8081,backup_v4,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+15,251",到期
V4 (持續下降),90天+6個持倉_全週期,2645,backup_v4,20230823,114.5,20230921,106.0,29,-7.87%,"NT$-6,548",停損
V4 (持續下降),90天+6個持倉_全週期,2211,backup_v4,20230830,68.4,20231128,80.9,90,+17.83%,"NT$+14,853",到期
V4 (持續下降),90天+6個持倉_全週期,2385,backup_v4,20230913,114.0,20231212,169.0,90,+47.80%,"NT$+39,784",到期
V4 (持續下降),90天+6個持倉_全週期,6533,main,20231101,389.5,20240130,492.5,90,+26.00%,"NT$+21,603",到期
V4 (持續下降),90天+6個持倉_全週期,2347,backup_v4,20231108,68.8,20240206,71.5,90,+3.48%,"NT$+2,900",到期
V4 (持續下降),90天+6個持倉_全週期,2388,backup_v4,20231108,129.0,20240206,137.0,90,+5.76%,"NT$+4,799",到期
V4 (持續下降),90天+6個持倉_全週期,3661,main,20231115,3105.0,20240213,4105.0,90,+31.76%,"NT$+25,679",到期
V4 (持續下降),90天+6個持倉_全週期,6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損
V4 (持續下降),90天+6個持倉_全週期,1519,main,20231220,329.0,20240319,660.0,90,+100.17%,"NT$+83,163",到期
V4 (持續下降),90天+6個持倉_全週期,6515,main,20240103,800.0,20240308,731.0,65,-9.07%,"NT$-7,555",停損
V4 (持續下降),90天+6個持倉_全週期,2732,backup_v4,20240131,130.5,20240215,121.0,15,-7.72%,"NT$-6,428",停損
V4 (持續下降),90天+6個持倉_全週期,6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-8,303",停損
V4 (持續下降),90天+6個持倉_全週期,6122,backup_v4,20240320,69.0,20240411,63.3,22,-8.70%,"NT$-7,253",停損
V4 (持續下降),90天+6個持倉_全週期,6409,backup_v4,20240320,1615.0,20240422,1465.0,33,-9.73%,"NT$-8,026",停損
V4 (持續下降),90天+6個持倉_全週期,1216,backup_v4,20240320,76.5,20240618,81.5,90,+6.09%,"NT$+5,074",到期
V4 (持續下降),90天+6個持倉_全週期,2317,backup_v4,20240320,138.0,20240618,198.5,90,+43.40%,"NT$+36,165",到期
V4 (持續下降),90天+6個持倉_全週期,3030,backup_v4,20240320,80.5,20240618,172.5,90,+113.84%,"NT$+94,803",到期
V4 (持續下降),90天+6個持倉_全週期,4584,backup_v4,20240320,62.1,20240618,66.5,90,+6.64%,"NT$+5,536",到期
V4 (持續下降),90天+6個持倉_全週期,2404,main,20240424,412.5,20240508,383.0,14,-7.59%,"NT$-6,305",停損
V4 (持續下降),90天+6個持倉_全週期,2545,backup_v4,20240508,60.5,20240628,55.9,51,-8.05%,"NT$-6,703",停損
V4 (持續下降),90天+6個持倉_全週期,2609,backup_v4,20240508,52.2,20240806,61.1,90,+16.61%,"NT$+13,838",到期
V4 (持續下降),90天+6個持倉_全週期,6231,main,20240619,398.0,20240805,347.5,47,-13.13%,"NT$-10,938",停損
V4 (持續下降),90天+6個持倉_全週期,5904,main,20240619,529.0,20240917,544.0,90,+2.39%,"NT$+1,990",到期
V4 (持續下降),90天+6個持倉_全週期,2451,backup_v4,20240626,124.5,20240628,115.0,2,-8.07%,"NT$-6,724",停損
V4 (持續下降),90天+6個持倉_全週期,1615,backup_v4,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-10,583",停損
V4 (持續下降),90天+6個持倉_全週期,3122,backup_v4,20240703,51.0,20240709,47.0,6,-8.29%,"NT$-6,902",停損
V4 (持續下降),90天+6個持倉_全週期,2383,backup_v4,20240703,492.5,20240718,447.5,15,-9.58%,"NT$-7,937",停損
V4 (持續下降),90天+6個持倉_全週期,2015,backup_v4,20240710,78.1,20241008,85.0,90,+8.39%,"NT$+6,990",到期
V4 (持續下降),90天+6個持倉_全週期,2739,backup_v4,20240731,67.5,20240805,61.7,5,-9.04%,"NT$-7,524",停損
V4 (持續下降),90天+6個持倉_全週期,2597,backup_v4,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-21,052",停損
V4 (持續下降),90天+6個持倉_全週期,2363,backup_v4,20240807,70.6,20240904,62.4,28,-12.06%,"NT$-10,042",停損
V4 (持續下降),90天+6個持倉_全週期,2548,backup_v4,20240807,145.0,20240910,133.5,34,-8.37%,"NT$-6,967",停損
V4 (持續下降),90天+6個持倉_全週期,4420,backup_v4,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-11,142",停損
V4 (持續下降),90天+6個持倉_全週期,2250,backup_v4,20240814,94.4,20241112,95.1,90,+0.30%,NT$+249,到期
V4 (持續下降),90天+6個持倉_全週期,1472,backup_v4,20240904,59.3,20241203,65.0,90,+9.17%,"NT$+7,640",到期
V4 (持續下降),90天+6個持倉_全週期,3081,backup_v4,20240911,192.5,20241210,355.5,90,+84.23%,"NT$+70,148",到期
V4 (持續下降),90天+6個持倉_全週期,8249,backup_v4,20240918,56.9,20241004,50.8,16,-11.16%,"NT$-9,300",停損
V4 (持續下降),90天+6個持倉_全週期,6274,backup_v4,20240918,174.5,20241029,161.0,41,-8.18%,"NT$-6,803",停損
V4 (持續下降),90天+6個持倉_全週期,2397,backup_v4,20241030,86.3,20241108,79.8,9,-7.97%,"NT$-6,644",停損
V4 (持續下降),90天+6個持倉_全週期,4961,backup_v4,20241030,247.5,20241216,228.0,47,-8.32%,"NT$-6,930",停損
V4 (持續下降),90天+6個持倉_全週期,2354,backup_v4,20241030,80.6,20241231,74.4,62,-8.13%,"NT$-6,776",停損
V4 (持續下降),90天+6個持倉_全週期,3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-7,094",停損
V4 (持續下降),90天+6個持倉_全週期,6643,main,20250312,690.0,20250331,582.0,19,-16.09%,"NT$-13,345",停損
V4 (持續下降),90天+6個持倉_全週期,7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-11,097",停損
V4 (持續下降),90天+6個持倉_全週期,2753,backup_v4,20250416,191.0,20250422,176.0,6,-8.30%,"NT$-6,902",停損
V4 (持續下降),90天+6個持倉_全週期,6023,backup_v4,20250416,80.6,20250715,82.8,90,+2.29%,"NT$+1,905",到期
V4 (持續下降),90天+6個持倉_全週期,6865,backup_v4,20250430,79.9,20250507,71.2,7,-11.33%,"NT$-9,438",停損
V4 (持續下降),90天+6個持倉_全週期,6680,backup_v4,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-83,673",停損
V4 (持續下降),90天+6個持倉_全週期,7718,backup_v4,20250430,51.0,20250630,46.3,61,-9.66%,"NT$-8,045",停損
V4 (持續下降),90天+6個持倉_全週期,4571,backup_v4,20250430,151.5,20250729,164.5,90,+8.14%,"NT$+6,779",到期
V4 (持續下降),90天+6個持倉_全週期,7631,backup_v4,20250430,101.5,20250729,124.5,90,+22.22%,"NT$+18,495",到期
V4 (持續下降),90天+6個持倉_全週期,3036,backup_v4,20250507,116.0,20250805,138.5,90,+18.95%,"NT$+15,787",到期
V4 (持續下降),90天+6個持倉_全週期,3231,backup_v4,20250603,109.5,20250901,109.5,90,-0.44%,NT$-368,到期
V4 (持續下降),90天+6個持倉_全週期,6919,main,20250702,1345.0,20250707,1240.0,5,-8.25%,"NT$-6,778",停損
V4 (持續下降),90天+6個持倉_全週期,3131,main,20250716,1655.0,20250724,1530.0,8,-8.00%,"NT$-6,626",停損
V4 (持續下降),90天+6個持倉_全週期,5536,main,20250723,494.5,20251021,802.0,90,+61.74%,"NT$+51,365",到期
V4 (持續下降),90天+6個持倉_全週期,6720,backup_v4,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-7,176",停損
V4 (持續下降),90天+6個持倉_全週期,7747,backup_v4,20251001,141.5,20251029,131.5,28,-7.51%,"NT$-6,257",停損
V4 (持續下降),90天+6個持倉_全週期,6994,backup_v4,20251001,95.2,20251114,87.0,44,-9.06%,"NT$-7,546",停損
V4 (持續下降),90天+6個持倉_全週期,3037,backup_v4,20251008,160.0,20251014,146.0,6,-9.19%,"NT$-7,659",停損
V4 (持續下降),90天+6個持倉_全週期,6442,main,20251203,1250.0,20251218,1110.0,15,-11.64%,"NT$-9,619",停損
