stock_code,start_date,consecutive_weeks,weeks_forward,start_price,forward_price,return_pct
3138,20221111,10,2,127.0,133.0,4.724409448818897
3138,20221111,10,4,127.0,138.5,9.05511811023622
3138,20221111,10,12,127.0,144.0,13.385826771653544
3138,20230117,1,1,136.5,139.0,1.8315018315018317
3138,20230117,1,2,136.5,141.0,3.296703296703297
3138,20230117,1,4,136.5,148.0,8.424908424908425
3138,20230117,1,12,136.5,161.0,17.94871794871795
3138,20230203,53,1,144.0,141.5,-1.7361111111111112
3138,20230203,53,2,144.0,150.0,4.166666666666666
3138,20230203,53,4,144.0,162.5,12.847222222222221
3138,20230203,53,12,144.0,153.5,6.597222222222222
3138,20240205,1,1,138.0,139.0,0.7246376811594203
3138,20240205,1,2,138.0,140.0,1.4492753623188406
3138,20240205,1,4,138.0,138.0,0.0
3138,20240205,1,12,138.0,128.5,-6.884057971014493
3138,20240216,50,1,138.0,141.5,2.536231884057971
3138,20240216,50,2,138.0,138.5,0.36231884057971014
3138,20240216,50,4,138.0,128.0,-7.246376811594203
3138,20240216,50,12,138.0,130.0,-5.797101449275362
3138,20250207,54,1,113.5,109.0,-3.9647577092511015
3138,20250207,54,2,113.5,113.0,-0.4405286343612335
3138,20250207,54,4,113.5,117.5,3.524229074889868
3138,20250207,54,12,113.5,85.5,-24.669603524229075
3141,20221111,10,1,87.0,90.0,3.4482758620689653
3141,20221111,10,2,87.0,91.9,5.632183908045984
3141,20221111,10,4,87.0,87.6,0.6896551724137866
3141,20221111,10,12,87.0,104.5,20.114942528735632
3141,20230117,1,1,89.0,91.9,3.258426966292141
3141,20230117,1,2,89.0,96.3,8.202247191011233
3141,20230117,1,4,89.0,102.0,14.606741573033707
3141,20230117,1,12,89.0,109.0,22.47191011235955
3141,20230203,53,1,104.5,101.0,-3.349282296650718
3141,20230203,53,2,104.5,113.0,8.133971291866029
3141,20230203,53,4,104.5,119.5,14.354066985645932
3141,20230203,53,12,104.5,104.0,-0.4784688995215311
3141,20240205,1,1,88.9,88.3,-0.6749156355455663
3141,20240205,1,2,88.9,90.6,1.9122609673790647
3141,20240205,1,4,88.9,89.7,0.8998875140607392
3141,20240205,1,12,88.9,84.6,-4.836895388076503
3141,20240216,50,1,91.3,89.7,-1.7524644030668064
3141,20240216,50,2,91.3,89.5,-1.9715224534501612
3141,20240216,50,4,91.3,77.5,-15.115005476451257
3141,20240216,50,12,91.3,95.9,5.038335158817096
3141,20250207,54,1,72.9,75.0,2.880658436213984
3141,20250207,54,2,72.9,80.5,10.425240054869676
3141,20250207,54,4,72.9,78.1,7.13305898491082
3141,20250207,54,12,72.9,59.2,-18.79286694101509
3147,20221111,10,1,50.9,52.3,2.7504911591355574
3147,20221111,10,2,50.9,54.6,7.269155206286842
3147,20221111,10,4,50.9,54.6,7.269155206286842
3147,20221111,10,12,50.9,53.0,4.125736738703343
3147,20230117,1,1,51.7,51.5,-0.3868471953578391
3147,20230117,1,2,51.7,52.7,1.9342359767891681
3147,20230117,1,4,51.7,58.2,12.572533849129593
3147,20230117,1,12,51.7,63.3,22.43713733075434
3147,20230203,53,1,53.0,55.1,3.962264150943399
3147,20230203,53,2,53.0,57.4,8.301886792452827
3147,20230203,53,4,53.0,66.8,26.0377358490566
3147,20230203,53,12,53.0,67.4,27.16981132075473
3147,20240205,1,1,93.9,97.0,3.3013844515441897
3147,20240205,1,2,93.9,104.5,11.288604898828535
3147,20240205,1,4,93.9,147.0,56.549520766773156
3147,20240205,1,12,93.9,138.5,47.49733759318423
3147,20240216,50,1,106.5,112.5,5.633802816901409
3147,20240216,50,2,106.5,140.0,31.455399061032864
3147,20240216,50,4,106.5,122.5,15.023474178403756
3147,20240216,50,12,106.5,136.0,27.699530516431924
3147,20250207,54,1,179.5,173.5,-3.3426183844011144
3147,20250207,54,2,179.5,174.0,-3.064066852367688
3147,20250207,54,4,179.5,202.0,12.534818941504177
3147,20250207,54,12,179.5,293.5,63.50974930362116
3149,20221111,10,1,21.4,20.4,-4.672897196261683
3149,20221111,10,2,21.4,19.85,-7.242990654205594
3149,20221111,10,4,21.4,20.35,-4.906542056074754
3149,20221111,10,12,21.4,19.05,-10.981308411214943
