股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因,投入資金,version,config,price,entry_date,stock,engine,fled_pct,r400_chg,ma20,ma20_gap,big_holder_chg,pnl,ret,price_tier,days_bucket
1799,backup_v3,20240403,69.0,20240419,63.6,16,-8.27%,"NT$-6,890",停損,,v3,6週+6個持倉_全週期,69.0,20240403,1799,backup_v3,-3.904455672944419,0.0,63.945,7.905231057940417,0.0,-6890.0,-8.27,50-100,14-30日
1216,backup_v3,20240320,76.5,20240501,76.5,42,-0.44%,NT$-368,到期,,v3,6週+6個持倉_全週期,76.5,20240320,1216,backup_v3,-5.178712175730784,0.0,76.435,0.08503957611041764,0.0,-368.0,-0.44,50-100,30-42日
1503,backup_v3,20240320,242.5,20240501,292.0,42,+19.97%,"NT$+16,634",到期,,v3,6週+6個持倉_全週期,242.5,20240320,1503,backup_v3,-8.563855523066243,0.0,189.2,28.171247357293876,0.0,16634.0,19.97,200-300,30-42日
2317,backup_v3,20240320,138.0,20240501,156.0,42,+12.60%,"NT$+10,501",到期,,v3,6週+6個持倉_全週期,138.0,20240320,2317,backup_v3,-9.289139462061136,0.0,113.275,21.827411167512683,0.0,10501.0,12.6,100-200,30-42日
3030,backup_v3,20240320,80.5,20240501,106.0,42,+31.23%,"NT$+26,011",到期,,v3,6週+6個持倉_全週期,80.5,20240320,3030,backup_v3,-6.021468342804661,0.0,75.695,6.347843318581157,0.0,26011.0,31.23,50-100,30-42日
2404,main,20240424,412.5,20240508,383.0,14,-7.59%,"NT$-6,305",停損,,v3,6週+6個持倉_全週期,412.5,20240424,2404,main,0.0,0.0,0.0,0.0,0.0,-6305.0,-7.59,300-500,7-14日
2739,backup_v3,20240508,73.4,20240513,64.6,5,-12.43%,"NT$-10,353",停損,,v3,6週+6個持倉_全週期,73.4,20240508,2739,backup_v3,-23.33748098990737,0.0,59.205,23.97601553922812,0.0,-10353.0,-12.43,50-100,<7日
2745,backup_v3,20240508,125.0,20240523,111.0,15,-11.64%,"NT$-9,692",停損,,v3,6週+6個持倉_全週期,125.0,20240508,2745,backup_v3,-20.956138315154327,0.0,107.625,16.144018583042975,0.0,-9692.0,-11.64,100-200,14-30日
2545,backup_v3,20240508,60.5,20240619,56.8,42,-6.56%,"NT$-5,463",到期,,v3,6週+6個持倉_全週期,60.5,20240508,2545,backup_v3,-7.267120498050852,0.0,55.0025,9.995000227262402,0.0,-5463.0,-6.56,50-100,30-42日
3003,backup_v3,20240508,78.0,20240619,76.6,42,-2.24%,"NT$-1,863",到期,,v3,6週+6個持倉_全週期,78.0,20240508,3003,backup_v3,-5.452515051466304,0.0,72.745,7.223864183105361,0.0,-1863.0,-2.24,50-100,30-42日
3466,backup_v3,20240508,57.1,20240619,87.8,42,+53.32%,"NT$+44,425",到期,,v3,6週+6個持倉_全週期,57.1,20240508,3466,backup_v3,-21.164838560173028,0.0,43.3525,31.710973992272656,0.0,44425.0,53.32,50-100,30-42日
3491,backup_v3,20240508,207.0,20240619,286.0,42,+37.72%,"NT$+31,435",到期,,v3,6週+6個持倉_全週期,207.0,20240508,3491,backup_v3,-7.23089564502876,0.0,187.1,10.63602351683592,0.0,31435.0,37.72,200-300,30-42日
2451,backup_v3,20240626,124.5,20240628,115.0,2,-8.07%,"NT$-6,724",停損,,v3,6週+6個持倉_全週期,124.5,20240626,2451,backup_v3,-5.757190817530169,0.0,121.225,2.70158795627965,0.0,-6724.0,-8.07,100-200,<7日
3006,backup_v3,20240626,102.0,20240719,93.7,23,-8.58%,"NT$-7,143",停損,,v3,6週+6個持倉_全週期,102.0,20240626,3006,backup_v3,-9.021761802127513,0.0,96.745,5.431805261253807,0.0,-7143.0,-8.58,100-200,14-30日
1785,backup_v3,20240626,67.5,20240729,60.9,33,-10.22%,"NT$-8,511",停損,,v3,6週+6個持倉_全週期,67.5,20240626,1785,backup_v3,-8.80085525925046,0.0,54.7875,23.203285420944557,0.0,-8511.0,-10.22,50-100,30-42日
2467,backup_v3,20240703,206.0,20240729,184.5,26,-10.88%,"NT$-9,045",停損,,v3,6週+6個持倉_全週期,206.0,20240703,2467,backup_v3,-5.27982527982528,0.0,145.375,41.70249355116079,0.0,-9045.0,-10.88,200-300,14-30日
6231,main,20240619,398.0,20240731,410.5,42,+2.70%,"NT$+2,248",到期,,v3,6週+6個持倉_全週期,398.0,20240619,6231,main,0.0,0.0,0.0,0.0,0.0,2248.0,2.7,300-500,30-42日
1615,backup_v3,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-10,583",停損,,v3,6週+6個持倉_全週期,69.3,20240626,1615,backup_v3,-6.446991404011461,0.0,70.28,-1.3944223107569778,0.0,-10583.0,-12.71,50-100,30-42日
2548,backup_v3,20240731,166.5,20240805,148.0,5,-11.55%,"NT$-9,613",停損,,v3,6週+6個持倉_全週期,166.5,20240731,2548,backup_v3,-6.102253985706432,0.0,154.8,7.558139534883714,0.0,-9613.0,-11.55,100-200,<7日
4933,backup_v3,20240731,72.8,20240805,61.2,5,-16.38%,"NT$-13,646",停損,,v3,6週+6個持倉_全週期,72.8,20240731,4933,backup_v3,-5.003038282357707,0.0,69.375,4.936936936936933,0.0,-13646.0,-16.38,50-100,<7日
5519,backup_v3,20240731,55.4,20240805,49.15,5,-11.72%,"NT$-9,770",停損,,v3,6週+6個持倉_全週期,55.4,20240731,5519,backup_v3,-7.215189873417721,0.0,51.2225,8.155595685489779,0.0,-9770.0,-11.72,50-100,<7日
5534,backup_v3,20240731,136.5,20240806,118.5,6,-13.63%,"NT$-11,346",停損,,v3,6週+6個持倉_全週期,136.5,20240731,5534,backup_v3,-8.322005739314303,0.0,125.625,8.656716417910449,0.0,-11346.0,-13.63,100-200,<7日
1442,backup_v3,20240626,60.3,20240807,64.2,42,+6.03%,"NT$+5,021",到期,,v3,6週+6個持倉_全週期,60.3,20240626,1442,backup_v3,-7.337714954533177,0.0,61.535,-2.0069878930689846,0.0,5021.0,6.03,50-100,30-42日
2597,backup_v3,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-21,052",停損,,v3,6週+6個持倉_全週期,205.0,20240807,2597,backup_v3,-5.515565952852258,0.0,202.725,1.1222098902454092,0.0,-21052.0,-25.32,200-300,<7日
4562,backup_v3,20240814,79.4,20240821,73.6,7,-7.75%,"NT$-6,456",停損,,v3,6週+6個持倉_全週期,79.4,20240814,4562,backup_v3,-9.803232607167956,0.0,63.84,24.3734335839599,0.0,-6456.0,-7.75,50-100,<7日
4420,backup_v3,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-11,142",停損,,v3,6週+6個持倉_全週期,63.4,20240807,4420,backup_v3,-6.545852210592094,0.0,60.175,5.3593685085168286,0.0,-11142.0,-13.38,50-100,30-42日
6629,backup_v3,20240807,121.0,20240918,131.5,42,+8.24%,"NT$+6,855",到期,,v3,6週+6個持倉_全週期,121.0,20240807,6629,backup_v3,-15.148413510747186,0.0,116.5,3.862660944206009,0.0,6855.0,8.24,100-200,30-42日
2250,backup_v3,20240814,94.4,20240925,106.5,42,+12.38%,"NT$+10,307",到期,,v3,6週+6個持倉_全週期,94.4,20240814,2250,backup_v3,-5.30579181855002,0.0,92.395,2.1700308458250013,0.0,10307.0,12.38,50-100,30-42日
8249,backup_v3,20240918,56.9,20241004,50.8,16,-11.16%,"NT$-9,300",停損,,v3,6週+6個持倉_全週期,56.9,20240918,8249,backup_v3,-5.477646266898525,0.0,36.76,54.78781284004353,0.0,-9300.0,-11.16,50-100,14-30日
3019,backup_v3,20240904,116.5,20241011,103.5,37,-11.60%,"NT$-9,664",停損,,v3,6週+6個持倉_全週期,116.5,20240904,3019,backup_v3,-6.353625727335293,0.0,116.015,0.41804939016506437,0.0,-9664.0,-11.6,100-200,30-42日
1472,backup_v3,20240904,59.3,20241016,60.5,42,+1.58%,"NT$+1,317",到期,,v3,6週+6個持倉_全週期,59.3,20240904,1472,backup_v3,-12.7838519764508,0.0,57.285,3.5175002182072106,0.0,1317.0,1.58,50-100,30-42日
2543,backup_v3,20240904,70.7,20241016,94.3,42,+32.94%,"NT$+27,448",到期,,v3,6週+6個持倉_全週期,70.7,20240904,2543,backup_v3,-7.144092717522919,0.0,68.81,2.746693794506613,0.0,27448.0,32.94,50-100,30-42日
2397,backup_v3,20241030,86.3,20241108,79.8,9,-7.97%,"NT$-6,644",停損,,v3,6週+6個持倉_全週期,86.3,20241030,2397,backup_v3,-7.9340046099720976,0.0,79.165,9.012821322554148,0.0,-6644.0,-7.97,50-100,7-14日
4549,backup_v3,20241030,158.5,20241111,144.0,12,-9.59%,"NT$-7,992",停損,,v3,6週+6個持倉_全週期,158.5,20241030,4549,backup_v3,-10.480847595762022,0.0,164.25,-3.50076103500761,0.0,-7992.0,-9.59,100-200,7-14日
3447,backup_v3,20241030,79.2,20241127,71.8,28,-9.79%,"NT$-8,150",停損,,v3,6週+6個持倉_全週期,79.2,20241030,3447,backup_v3,-11.31438221221503,0.0,55.7725,42.00546864494151,0.0,-8150.0,-9.79,50-100,14-30日
3356,backup_v3,20241030,62.1,20241128,56.3,29,-9.78%,"NT$-8,152",停損,,v3,6週+6個持倉_全週期,62.1,20241030,3356,backup_v3,-9.712589469011819,0.0,62.87,-1.2247494830602768,0.0,-8152.0,-9.78,50-100,14-30日
2049,backup_v3,20241030,236.5,20241211,252.5,42,+6.32%,"NT$+5,256",到期,,v3,6週+6個持倉_全週期,236.5,20241030,2049,backup_v3,-5.091922791912206,0.0,233.05,1.4803690195237025,0.0,5256.0,6.32,200-300,30-42日
2354,backup_v3,20241030,80.6,20241211,83.8,42,+3.53%,"NT$+2,939",到期,,v3,6週+6個持倉_全週期,80.6,20241030,2354,backup_v3,-6.437897754522479,0.0,68.45,17.750182615047468,0.0,2939.0,3.53,50-100,30-42日
3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-7,094",停損,,v3,6週+6個持倉_全週期,569.0,20250312,3563,main,0.0,0.0,0.0,0.0,0.0,-7094.0,-8.53,500+,14-30日
7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-11,097",停損,,v3,6週+6個持倉_全週期,724.0,20250326,7722,main,0.0,0.0,0.0,0.0,0.0,-11097.0,-13.43,500+,<7日
2468,backup_v3,20250416,63.9,20250417,58.3,1,-9.21%,"NT$-7,670",停損,,v3,6週+6個持倉_全週期,63.9,20250416,2468,backup_v3,-10.486891385767791,0.0,52.095,22.660524042614455,0.0,-7670.0,-9.21,50-100,<7日
2466,backup_v3,20250423,108.5,20250428,93.5,5,-14.27%,"NT$-11,875",停損,,v3,6週+6個持倉_全週期,108.5,20250423,2466,backup_v3,-7.058068655758742,0.0,88.245,22.953141821066342,0.0,-11875.0,-14.27,100-200,<7日
6865,backup_v3,20250423,82.8,20250505,75.8,12,-8.90%,"NT$-7,414",停損,,v3,6週+6個持倉_全週期,82.8,20250423,6865,backup_v3,-5.991440798858773,0.0,70.45,17.53016323633782,0.0,-7414.0,-8.9,50-100,7-14日
4949,backup_v3,20250430,58.3,20250505,51.2,5,-12.62%,"NT$-10,515",停損,,v3,6週+6個持倉_全週期,58.3,20250430,4949,backup_v3,-12.173324306025728,0.0,41.2475,41.34189950906114,0.0,-10515.0,-12.62,50-100,<7日
6752,backup_v3,20250507,189.5,20250515,172.5,8,-9.41%,"NT$-7,842",停損,,v3,6週+6個持倉_全週期,189.5,20250507,6752,backup_v3,-12.705272255834055,0.0,152.85,23.97775596990514,0.0,-7842.0,-9.41,100-200,7-14日
6887,backup_v3,20250430,92.1,20250527,84.8,27,-8.37%,"NT$-6,970",停損,,v3,6週+6個持倉_全週期,92.1,20250430,6887,backup_v3,-8.032955715756952,0.0,91.91,0.20672396910020427,0.0,-6970.0,-8.37,50-100,14-30日
6023,backup_v3,20250416,80.6,20250528,83.6,42,+3.28%,"NT$+2,732",到期,,v3,6週+6個持倉_全週期,80.6,20250416,6023,backup_v3,-8.583716623857596,0.0,80.82,-0.27220984904726414,0.0,2732.0,3.28,50-100,30-42日
6680,backup_v3,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-83,673",停損,,v3,6週+6個持倉_全週期,79.3,20250430,6680,backup_v3,-6.480648064806481,0.0,75.625,4.859504132231401,0.0,-83673.0,-100.44,50-100,14-30日
2615,backup_v3,20250528,112.5,20250605,104.0,8,-8.00%,"NT$-6,659",停損,,v3,6週+6個持倉_全週期,112.5,20250528,2615,backup_v3,-22.999396044088783,0.0,101.085,11.292476628579914,0.0,-6659.0,-8.0,100-200,7-14日
2756,backup_v3,20250507,96.0,20250618,114.0,42,+18.31%,"NT$+15,242",到期,,v3,6週+6個持倉_全週期,96.0,20250507,2756,backup_v3,-5.159842961301178,0.0,85.95,11.692844677137867,0.0,15242.0,18.31,50-100,30-42日
4749,main,20250618,657.0,20250704,596.0,16,-9.73%,"NT$-8,064",停損,,v3,6週+6個持倉_全週期,657.0,20250618,4749,main,0.0,0.0,0.0,0.0,0.0,-8064.0,-9.73,500+,14-30日
1583,backup_v3,20250528,59.5,20250707,55.2,40,-7.67%,"NT$-6,389",停損,,v3,6週+6個持倉_全週期,59.5,20250528,1583,backup_v3,-5.084745762711865,0.0,59.595,-0.15940934642167776,0.0,-6389.0,-7.67,50-100,30-42日
6919,main,20250702,1345.0,20250707,1240.0,5,-8.25%,"NT$-6,778",停損,,v3,6週+6個持倉_全週期,1345.0,20250702,6919,main,0.0,0.0,0.0,0.0,0.0,-6778.0,-8.25,500+,<7日
2345,backup_v3,20250528,736.0,20250709,796.0,42,+7.71%,"NT$+6,421",到期,,v3,6週+6個持倉_全週期,736.0,20250528,2345,backup_v3,-8.289317247159257,0.0,686.05,7.28081043655711,0.0,6421.0,7.71,500+,30-42日
5536,main,20250723,494.5,20250903,854.0,42,+72.26%,"NT$+60,114",到期,,v3,6週+6個持倉_全週期,494.5,20250723,5536,main,0.0,0.0,0.0,0.0,0.0,60114.0,72.26,300-500,30-42日
3323,backup_v3,20251001,51.8,20251007,46.4,6,-10.87%,"NT$-9,053",停損,,v3,6週+6個持倉_全週期,51.8,20251001,3323,backup_v3,-5.3549269782684785,0.0,48.86,6.01719197707736,0.0,-9053.0,-10.87,50-100,<7日
5475,backup_v3,20251001,65.1,20251014,60.3,13,-7.82%,"NT$-6,512",停損,,v3,6週+6個持倉_全週期,65.1,20251001,5475,backup_v3,-8.217036637012193,0.0,53.4275,21.847363249263005,0.0,-6512.0,-7.82,50-100,7-14日
6720,backup_v3,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-7,176",停損,,v3,6週+6個持倉_全週期,134.5,20251001,6720,backup_v3,-5.633802816901409,0.0,132.25,1.7013232514177694,0.0,-7176.0,-8.62,100-200,14-30日
1504,backup_v3,20251001,104.5,20251112,106.0,42,+0.99%,NT$+827,到期,,v3,6週+6個持倉_全週期,104.5,20251001,1504,backup_v3,-7.9603825524306835,0.0,86.18,21.25783244372243,0.0,827.0,0.99,100-200,30-42日
6994,backup_v3,20251001,95.2,20251112,94.0,42,-1.70%,"NT$-1,419",到期,,v3,6週+6個持倉_全週期,95.2,20251001,6994,backup_v3,-5.461465271170314,0.0,92.955,2.4151471141950456,0.0,-1419.0,-1.7,50-100,30-42日
3528,backup_v3,20251008,74.4,20251114,68.2,37,-8.78%,"NT$-7,310",停損,,v3,6週+6個持倉_全週期,74.4,20251008,3528,backup_v3,-6.036602021305654,0.0,72.43,2.719867458235536,0.0,-7310.0,-8.78,50-100,30-42日
2607,backup_v3,20251014,58.6,20251125,58.2,42,-1.13%,NT$-938,到期,,v3,6週+6個持倉_全週期,58.6,20251014,2607,backup_v3,-15.779444557064668,0.0,40.4325,44.93291287949052,0.0,-938.0,-1.13,50-100,30-42日
2066,backup_v3,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-12,773",停損,,v3,90天+3個持倉_2023年,90.0,20230308,2066,backup_v3,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-12773.0,-7.66,50-100,7-14日
1590,backup_v3,20230308,1125.0,20230426,1030.0,49,-8.89%,"NT$-14,718",停損,,v3,90天+3個持倉_2023年,1125.0,20230308,1590,backup_v3,-8.14290312198262,0.0,1093.25,2.904184770180654,0.0,-14718.0,-8.89,500+,42-90日
6472,main,20230222,493.0,20230523,807.0,90,+63.25%,"NT$+105,233",到期,,v3,90天+3個持倉_2023年,493.0,20230222,6472,main,0.0,0.0,0.0,0.0,0.0,105233.0,63.25,300-500,42-90日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-12,832",停損,,v3,90天+3個持倉_2023年,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-12832.0,-7.7,300-500,14-30日
1476,backup_v3,20230426,488.5,20230725,549.0,90,+11.94%,"NT$+19,863",到期,,v3,90天+3個持倉_2023年,488.5,20230426,1476,backup_v3,-7.864609258337481,0.0,487.35,0.23597004206422023,0.0,19863.0,11.94,300-500,42-90日
1519,backup_v3,20230607,155.0,20230905,289.0,90,+86.01%,"NT$+143,250",到期,,v3,90天+3個持倉_2023年,155.0,20230607,1519,backup_v3,-10.771416785075859,0.0,131.67,17.718538771170362,0.0,143250.0,86.01,100-200,42-90日
1477,backup_v3,20230621,272.5,20230919,319.0,90,+16.62%,"NT$+27,669",到期,,v3,90天+3個持倉_2023年,272.5,20230621,1477,backup_v3,-5.2722359569941935,0.0,234.4,16.254266211604094,0.0,27669.0,16.62,200-300,42-90日
3533,backup_v3,20230906,875.0,20230921,812.0,15,-7.64%,"NT$-12,724",停損,,v3,90天+3個持倉_2023年,875.0,20230906,3533,backup_v3,-11.869009584664537,0.0,812.65,7.6724297052851815,0.0,-12724.0,-7.64,500+,14-30日
1210,backup_v3,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-13,372",停損,,v3,90天+3個持倉_2023年,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-13372.0,-8.02,50-100,42-90日
3592,main,20230920,358.5,20231219,388.0,90,+7.79%,"NT$+12,970",到期,,v3,90天+3個持倉_2023年,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,12970.0,7.79,300-500,42-90日
1342,backup_v3,20221221,134.5,20221227,122.5,6,-9.36%,"NT$-15,602",停損,,v3,90天+3個持倉_全週期,134.5,20221221,1342,backup_v3,-5.785592739648326,0.0,117.07,14.888528230972927,0.0,-15602.0,-9.36,100-200,<7日
3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-24,514",停損,,v3,90天+3個持倉_全週期,742.0,20221207,3443,main,0.0,0.0,0.0,0.0,0.0,-24514.0,-14.73,500+,14-30日
6472,main,20221207,400.0,20230307,497.5,90,+23.93%,"NT$+39,880",到期,,v3,90天+3個持倉_全週期,400.0,20221207,6472,main,0.0,0.0,0.0,0.0,0.0,39880.0,23.93,300-500,42-90日
2066,backup_v3,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-12,773",停損,,v3,90天+3個持倉_全週期,90.0,20230308,2066,backup_v3,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-12773.0,-7.66,50-100,7-14日
3587,backup_v3,20221228,158.5,20230328,189.5,90,+19.12%,"NT$+31,859",到期,,v3,90天+3個持倉_全週期,158.5,20221228,3587,backup_v3,-5.132616487455198,0.0,158.25,0.1579778830963665,0.0,31859.0,19.12,100-200,42-90日
1752,backup_v3,20230426,77.7,20230511,70.2,15,-10.10%,"NT$-16,818",停損,,v3,90天+3個持倉_全週期,77.7,20230426,1752,backup_v3,-28.363552373253263,0.0,68.305,13.754483566356775,0.0,-16818.0,-10.1,50-100,14-30日
3680,backup_v3,20230308,313.0,20230606,348.5,90,+10.90%,"NT$+18,141",到期,,v3,90天+3個持倉_全週期,313.0,20230308,3680,backup_v3,-5.17688383373756,0.0,293.95,6.480693995577483,0.0,18141.0,10.9,300-500,42-90日
1580,backup_v3,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-13,125",停損,,v3,90天+3個持倉_全週期,134.5,20230607,1580,backup_v3,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-13125.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-12,832",停損,,v3,90天+3個持倉_全週期,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-12832.0,-7.7,300-500,14-30日
1720,backup_v3,20230426,68.8,20230725,66.6,90,-3.64%,"NT$-6,067",到期,,v3,90天+3個持倉_全週期,68.8,20230426,1720,backup_v3,-6.327637487607161,0.0,60.48,13.756613756613758,0.0,-6067.0,-3.64,50-100,42-90日
1533,backup_v3,20230614,61.9,20230810,56.9,57,-8.52%,"NT$-14,196",停損,,v3,90天+3個持倉_全週期,61.9,20230614,1533,backup_v3,-6.6280456636565,0.0,57.675,7.325530992631125,0.0,-14196.0,-8.52,50-100,42-90日
2645,backup_v3,20230816,111.5,20231016,102.0,61,-8.96%,"NT$-14,931",停損,,v3,90天+3個持倉_全週期,111.5,20230816,2645,backup_v3,-12.907431551499348,0.0,107.925,3.3124855223534886,0.0,-14931.0,-8.96,100-200,42-90日
1210,backup_v3,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-13,372",停損,,v3,90天+3個持倉_全週期,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-13372.0,-8.02,50-100,42-90日
2233,backup_v3,20231108,141.0,20240112,131.0,65,-7.53%,"NT$-12,554",停損,,v3,90天+3個持倉_全週期,141.0,20231108,2233,backup_v3,-6.674065168470052,0.0,137.825,2.30364592780701,0.0,-12554.0,-7.53,100-200,42-90日
2347,backup_v3,20231108,68.8,20240206,71.5,90,+3.48%,"NT$+5,803",到期,,v3,90天+3個持倉_全週期,68.8,20231108,2347,backup_v3,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,5803.0,3.48,50-100,42-90日
6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-16,636",停損,,v3,90天+3個持倉_全週期,293.5,20240306,6462,main,0.0,0.0,0.0,0.0,0.0,-16636.0,-9.98,200-300,<7日
3231,backup_v3,20240131,114.5,20240430,113.5,90,-1.32%,"NT$-2,192",到期,,v3,90天+3個持倉_全週期,114.5,20240131,3231,backup_v3,-10.114534649742525,0.0,104.705,9.354854113939163,0.0,-2192.0,-1.32,100-200,42-90日
1216,backup_v3,20240320,76.5,20240618,81.5,90,+6.09%,"NT$+10,153",到期,,v3,90天+3個持倉_全週期,76.5,20240320,1216,backup_v3,-5.178712175730784,0.0,76.435,0.08503957611041764,0.0,10153.0,6.09,50-100,42-90日
2545,backup_v3,20240508,60.5,20240628,55.9,51,-8.05%,"NT$-13,405",停損,,v3,90天+3個持倉_全週期,60.5,20240508,2545,backup_v3,-7.267120498050852,0.0,55.0025,9.995000227262402,0.0,-13405.0,-8.05,50-100,42-90日
2467,backup_v3,20240703,206.0,20240729,184.5,26,-10.88%,"NT$-18,112",停損,,v3,90天+3個持倉_全週期,206.0,20240703,2467,backup_v3,-5.27982527982528,0.0,145.375,41.70249355116079,0.0,-18112.0,-10.88,200-300,14-30日
6231,main,20240619,398.0,20240805,347.5,47,-13.13%,"NT$-21,876",停損,,v3,90天+3個持倉_全週期,398.0,20240619,6231,main,0.0,0.0,0.0,0.0,0.0,-21876.0,-13.13,300-500,42-90日
2548,backup_v3,20240731,166.5,20240805,148.0,5,-11.55%,"NT$-19,245",停損,,v3,90天+3個持倉_全週期,166.5,20240731,2548,backup_v3,-6.102253985706432,0.0,154.8,7.558139534883714,0.0,-19245.0,-11.55,100-200,<7日
2597,backup_v3,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-42,157",停損,,v3,90天+3個持倉_全週期,205.0,20240807,2597,backup_v3,-5.515565952852258,0.0,202.725,1.1222098902454092,0.0,-42157.0,-25.32,200-300,<7日
4420,backup_v3,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-22,293",停損,,v3,90天+3個持倉_全週期,63.4,20240807,4420,backup_v3,-6.545852210592094,0.0,60.175,5.3593685085168286,0.0,-22293.0,-13.38,50-100,30-42日
8249,backup_v3,20240918,56.9,20241004,50.8,16,-11.16%,"NT$-18,599",停損,,v3,90天+3個持倉_全週期,56.9,20240918,8249,backup_v3,-5.477646266898525,0.0,36.76,54.78781284004353,0.0,-18599.0,-11.16,50-100,14-30日
2049,backup_v3,20241030,236.5,20250128,293.0,90,+23.45%,"NT$+39,039",到期,,v3,90天+3個持倉_全週期,236.5,20241030,2049,backup_v3,-5.091922791912206,0.0,233.05,1.4803690195237025,0.0,39039.0,23.45,200-300,42-90日
3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-14,187",停損,,v3,90天+3個持倉_全週期,569.0,20250312,3563,main,0.0,0.0,0.0,0.0,0.0,-14187.0,-8.53,500+,14-30日
2468,backup_v3,20250416,63.9,20250417,58.3,1,-9.21%,"NT$-15,341",停損,,v3,90天+3個持倉_全週期,63.9,20250416,2468,backup_v3,-10.486891385767791,0.0,52.095,22.660524042614455,0.0,-15341.0,-9.21,50-100,<7日
2466,backup_v3,20250423,108.5,20250428,93.5,5,-14.27%,"NT$-23,765",停損,,v3,90天+3個持倉_全週期,108.5,20250423,2466,backup_v3,-7.058068655758742,0.0,88.245,22.953141821066342,0.0,-23765.0,-14.27,100-200,<7日
4949,backup_v3,20250430,58.3,20250505,51.2,5,-12.62%,"NT$-21,030",停損,,v3,90天+3個持倉_全週期,58.3,20250430,4949,backup_v3,-12.173324306025728,0.0,41.2475,41.34189950906114,0.0,-21030.0,-12.62,50-100,<7日
2756,backup_v3,20250507,96.0,20250805,118.0,90,+22.47%,"NT$+37,443",到期,,v3,90天+3個持倉_全週期,96.0,20250507,2756,backup_v3,-5.159842961301178,0.0,85.95,11.692844677137867,0.0,37443.0,22.47,50-100,42-90日
1504,backup_v3,20251001,104.5,20251117,96.6,47,-8.00%,"NT$-13,332",停損,,v3,90天+3個持倉_全週期,104.5,20251001,1504,backup_v3,-7.9603825524306835,0.0,86.18,21.25783244372243,0.0,-13332.0,-8.0,100-200,42-90日
2066,backup_v3,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-6,383",停損,,v3,90天+6個持倉_2023年,90.0,20230308,2066,backup_v3,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-6383.0,-7.66,50-100,7-14日
2388,backup_v3,20230308,87.3,20230418,80.5,41,-8.23%,"NT$-6,858",停損,,v3,90天+6個持倉_2023年,87.3,20230308,2388,backup_v3,-9.038903890389038,0.0,79.9,9.261576971214005,0.0,-6858.0,-8.23,50-100,30-42日
4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-8,164",停損,,v3,90天+6個持倉_2023年,480.0,20230419,4763,main,0.0,0.0,0.0,0.0,0.0,-8164.0,-9.82,300-500,<7日
2637,backup_v3,20230308,67.2,20230425,62.0,48,-8.18%,"NT$-6,815",停損,,v3,90天+6個持倉_2023年,67.2,20230308,2637,backup_v3,-8.836071742129688,0.0,64.085,4.860731840524318,0.0,-6815.0,-8.18,50-100,42-90日
1590,backup_v3,20230308,1125.0,20230426,1030.0,49,-8.89%,"NT$-7,309",停損,,v3,90天+6個持倉_2023年,1125.0,20230308,1590,backup_v3,-8.14290312198262,0.0,1093.25,2.904184770180654,0.0,-7309.0,-8.89,500+,42-90日
1752,backup_v3,20230426,77.7,20230511,70.2,15,-10.10%,"NT$-8,405",停損,,v3,90天+6個持倉_2023年,77.7,20230426,1752,backup_v3,-28.363552373253263,0.0,68.305,13.754483566356775,0.0,-8405.0,-10.1,50-100,14-30日
6472,main,20230222,493.0,20230523,807.0,90,+63.25%,"NT$+52,460",到期,,v3,90天+6個持倉_2023年,493.0,20230222,6472,main,0.0,0.0,0.0,0.0,0.0,52460.0,63.25,300-500,42-90日
