股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因,投入資金,version,config,price,entry_date,stock,engine,fled_pct,r400_chg,ma20,ma20_gap,big_holder_chg,pnl,ret,price_tier,days_bucket
4551,backup_v4,20230712,146.5,20230802,135.5,21,-7.95%,"NT$-6,626",停損,"NT$83,331",v4,6週+6個持倉_全週期,146.5,20230712,4551,backup_v4,-18.92456773703211,0.0,152.175,-3.729259076720888,0.0,-6626.0,-7.95,100-200,14-30日
3483,backup_v4,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損,"NT$83,226",v4,6週+6個持倉_全週期,158.0,20230809,3483,backup_v4,-12.88524215220996,0.0,137.64,14.792211566405125,0.0,-6426.0,-7.72,100-200,<7日
3551,backup_v4,20230809,73.8,20230814,68.2,5,-8.03%,"NT$-6,689",停損,"NT$83,291",v4,6週+6個持倉_全週期,73.8,20230809,3551,backup_v4,-6.230071130733383,0.0,71.815,2.7640465083896117,0.0,-6689.0,-8.03,50-100,<7日
1476,backup_v4,20230705,510.0,20230816,494.0,42,-3.58%,"NT$-2,980",到期,"NT$83,248",v4,6週+6個持倉_全週期,510.0,20230705,1476,backup_v4,-9.521003451468978,0.0,497.975,2.414779858426623,0.0,-2980.0,-3.58,500+,30-42日
3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損,"NT$83,262",v4,6週+6個持倉_全週期,76.0,20230809,3147,backup_v4,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-7709.0,-9.26,50-100,14-30日
4572,backup_v4,20230809,196.0,20230907,181.5,29,-7.84%,"NT$-6,525",停損,"NT$83,222",v4,6週+6個持倉_全週期,196.0,20230809,4572,backup_v4,-17.736263736263737,0.0,183.1,7.04533042053523,0.0,-6525.0,-7.84,100-200,14-30日
1210,backup_v4,20230809,55.4,20230920,54.2,42,-2.61%,"NT$-2,174",到期,"NT$83,329",v4,6週+6個持倉_全週期,55.4,20230809,1210,backup_v4,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-2174.0,-2.61,50-100,30-42日
2645,backup_v4,20230823,114.5,20230921,106.0,29,-7.87%,"NT$-6,548",停損,"NT$83,245",v4,6週+6個持倉_全週期,114.5,20230823,2645,backup_v4,-15.237618809404701,0.0,110.55,3.5730438715513366,0.0,-6548.0,-7.87,100-200,14-30日
8081,backup_v4,20230816,226.5,20230927,265.0,42,+16.56%,"NT$+13,781",到期,"NT$83,244",v4,6週+6個持倉_全週期,226.5,20230816,8081,backup_v4,-5.36972352140193,0.0,213.0,6.338028169014084,0.0,13781.0,16.56,200-300,30-42日
5469,backup_v4,20230823,54.6,20231004,59.2,42,+7.98%,"NT$+6,652",到期,"NT$83,329",v4,6週+6個持倉_全週期,54.6,20230823,5469,backup_v4,-6.227439471753485,0.0,51.02,7.016856134849076,0.0,6652.0,7.98,50-100,30-42日
2211,backup_v4,20230830,68.4,20231011,69.7,42,+1.46%,"NT$+1,214",到期,"NT$83,293",v4,6週+6個持倉_全週期,68.4,20230830,2211,backup_v4,-12.346055591565944,0.0,66.855,2.3109715054969735,0.0,1214.0,1.46,50-100,30-42日
2385,backup_v4,20230913,114.0,20231025,124.5,42,+8.77%,"NT$+7,297",到期,"NT$83,224",v4,6週+6個持倉_全週期,114.0,20230913,2385,backup_v4,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,7297.0,8.77,100-200,30-42日
3592,main,20230920,358.5,20231101,368.0,42,+2.21%,"NT$+1,839",到期,"NT$83,291",v4,6週+6個持倉_全週期,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,1839.0,2.21,300-500,30-42日
4967,backup_v4,20231108,92.3,20231201,85.2,23,-8.13%,"NT$-6,775",停損,"NT$83,281",v4,6週+6個持倉_全週期,92.3,20231108,4967,backup_v4,-17.57650264145928,0.0,79.22,16.510982075233525,0.0,-6775.0,-8.13,50-100,14-30日
6533,main,20231101,389.5,20231213,481.0,42,+23.05%,"NT$+19,150",到期,"NT$83,082",v4,6週+6個持倉_全週期,389.5,20231101,6533,main,0.0,0.0,0.0,0.0,0.0,19150.0,23.05,300-500,30-42日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損,"NT$83,078",v4,6週+6個持倉_全週期,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-7858.0,-9.46,300-500,7-14日
2347,backup_v4,20231108,68.8,20231220,68.6,42,-0.73%,NT$-611,到期,"NT$83,298",v4,6週+6個持倉_全週期,68.8,20231108,2347,backup_v4,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,-611.0,-0.73,50-100,30-42日
2388,backup_v4,20231108,129.0,20231220,151.5,42,+17.00%,"NT$+14,164",到期,"NT$83,324",v4,6週+6個持倉_全週期,129.0,20231108,2388,backup_v4,-11.505027440612107,0.0,124.325,3.7603056505127666,0.0,14164.0,17.0,100-200,30-42日
3532,backup_v4,20231108,156.5,20231220,184.0,42,+17.13%,"NT$+14,255",到期,"NT$83,220",v4,6週+6個持倉_全週期,156.5,20231108,3532,backup_v4,-5.80817730225449,0.0,154.725,1.147196639198582,0.0,14255.0,17.13,100-200,30-42日
4994,backup_v4,20231108,62.0,20231220,61.5,42,-1.25%,"NT$-1,041",到期,"NT$83,323",v4,6週+6個持倉_全週期,62.0,20231108,4994,backup_v4,-6.725329981143934,0.0,61.92,0.12919896640826598,0.0,-1041.0,-1.25,50-100,30-42日
1519,main,20231220,329.0,20240131,444.0,42,+34.51%,"NT$+28,654",到期,"NT$83,026",v4,6週+6個持倉_全週期,329.0,20231220,1519,main,0.0,0.0,0.0,0.0,0.0,28654.0,34.51,300-500,30-42日
6515,main,20240103,800.0,20240214,768.0,42,-4.44%,"NT$-3,701",到期,"NT$83,319",v4,6週+6個持倉_全週期,800.0,20240103,6515,main,0.0,0.0,0.0,0.0,0.0,-3701.0,-4.44,500+,30-42日
2732,backup_v4,20240131,130.5,20240215,121.0,15,-7.72%,"NT$-6,428",停損,"NT$83,247",v4,6週+6個持倉_全週期,130.5,20240131,2732,backup_v4,-7.600596125186289,0.0,130.125,0.2881844380403458,0.0,-6428.0,-7.72,100-200,14-30日
2382,backup_v4,20240110,218.0,20240221,236.0,42,+7.81%,"NT$+6,500",到期,"NT$83,176",v4,6週+6個持倉_全週期,218.0,20240110,2382,backup_v4,-6.910193923052992,0.0,212.75,2.4676850763807283,0.0,6500.0,7.81,200-300,30-42日
2603,backup_v4,20240110,148.0,20240221,155.0,42,+4.29%,"NT$+3,571",到期,"NT$83,295",v4,6週+6個持倉_全週期,148.0,20240110,2603,backup_v4,-8.614853046440661,0.0,147.275,0.492276353759969,0.0,3571.0,4.29,100-200,30-42日
3413,backup_v4,20240110,211.0,20240221,230.0,42,+8.56%,"NT$+7,128",到期,"NT$83,252",v4,6週+6個持倉_全週期,211.0,20240110,3413,backup_v4,-5.590201696724535,0.0,204.625,3.1154551007941356,0.0,7128.0,8.56,200-300,30-42日
4958,backup_v4,20240110,103.0,20240221,99.2,42,-4.13%,"NT$-3,439",到期,"NT$83,239",v4,6週+6個持倉_全週期,103.0,20240110,4958,backup_v4,-7.056367432150314,0.0,107.7,-4.363974001857013,0.0,-3439.0,-4.13,100-200,30-42日
6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-8,303",停損,"NT$83,179",v4,6週+6個持倉_全週期,293.5,20240306,6462,main,0.0,0.0,0.0,0.0,0.0,-8303.0,-9.98,200-300,<7日
6122,backup_v4,20240320,69.0,20240411,63.3,22,-8.70%,"NT$-7,253",停損,"NT$83,333",v4,6週+6個持倉_全週期,69.0,20240320,6122,backup_v4,-7.010416666666666,0.0,67.56,2.131438721136764,0.0,-7253.0,-8.7,50-100,14-30日
6409,backup_v4,20240320,1615.0,20240422,1465.0,33,-9.73%,"NT$-8,026",停損,"NT$82,482",v4,6週+6個持倉_全週期,1615.0,20240320,6409,backup_v4,-24.920673663656334,0.0,1641.5,-1.6143770941212305,0.0,-8026.0,-9.73,500+,30-42日
1216,backup_v4,20240320,76.5,20240501,76.5,42,-0.44%,NT$-368,到期,"NT$83,274",v4,6週+6個持倉_全週期,76.5,20240320,1216,backup_v4,-5.178712175730784,0.0,76.435,0.08503957611041764,0.0,-368.0,-0.44,50-100,30-42日
2317,backup_v4,20240320,138.0,20240501,156.0,42,+12.60%,"NT$+10,501",到期,"NT$83,333",v4,6週+6個持倉_全週期,138.0,20240320,2317,backup_v4,-9.289139462061136,0.0,113.275,21.827411167512683,0.0,10501.0,12.6,100-200,30-42日
3030,backup_v4,20240320,80.5,20240501,106.0,42,+31.23%,"NT$+26,011",到期,"NT$83,275",v4,6週+6個持倉_全週期,80.5,20240320,3030,backup_v4,-6.021468342804661,0.0,75.695,6.347843318581157,0.0,26011.0,31.23,50-100,30-42日
4584,backup_v4,20240320,62.1,20240501,69.0,42,+10.67%,"NT$+8,890",到期,"NT$83,333",v4,6週+6個持倉_全週期,62.1,20240320,4584,backup_v4,-8.178844056706652,0.0,55.645,11.600323479198487,0.0,8890.0,10.67,50-100,30-42日
2404,main,20240424,412.5,20240508,383.0,14,-7.59%,"NT$-6,305",停損,"NT$83,031",v4,6週+6個持倉_全週期,412.5,20240424,2404,main,0.0,0.0,0.0,0.0,0.0,-6305.0,-7.59,300-500,7-14日
6143,backup_v4,20240508,126.5,20240515,117.0,7,-7.95%,"NT$-6,619",停損,"NT$83,229",v4,6週+6個持倉_全週期,126.5,20240508,6143,backup_v4,-8.329217628773131,0.0,108.855,16.20963667263791,0.0,-6619.0,-7.95,100-200,<7日
3679,backup_v4,20240508,146.5,20240614,132.5,37,-10.00%,"NT$-8,332",停損,"NT$83,331",v4,6週+6個持倉_全週期,146.5,20240508,3679,backup_v4,-5.915670232850849,0.0,130.35,12.389719984656699,0.0,-8332.0,-10.0,100-200,30-42日
2545,backup_v4,20240508,60.5,20240619,56.8,42,-6.56%,"NT$-5,463",到期,"NT$83,306",v4,6週+6個持倉_全週期,60.5,20240508,2545,backup_v4,-7.267120498050852,0.0,55.0025,9.995000227262402,0.0,-5463.0,-6.56,50-100,30-42日
2609,backup_v4,20240508,52.2,20240619,75.0,42,+43.24%,"NT$+36,026",到期,"NT$83,325",v4,6週+6個持倉_全週期,52.2,20240508,2609,backup_v4,-5.325497455742951,0.0,47.7825,9.24501648092922,0.0,36026.0,43.24,50-100,30-42日
3003,backup_v4,20240508,78.0,20240619,76.6,42,-2.24%,"NT$-1,863",到期,"NT$83,266",v4,6週+6個持倉_全週期,78.0,20240508,3003,backup_v4,-5.452515051466304,0.0,72.745,7.223864183105361,0.0,-1863.0,-2.24,50-100,30-42日
3466,backup_v4,20240508,57.1,20240619,87.8,42,+53.32%,"NT$+44,425",到期,"NT$83,313",v4,6週+6個持倉_全週期,57.1,20240508,3466,backup_v4,-21.164838560173028,0.0,43.3525,31.710973992272656,0.0,44425.0,53.32,50-100,30-42日
2451,backup_v4,20240626,124.5,20240628,115.0,2,-8.07%,"NT$-6,724",停損,"NT$83,285",v4,6週+6個持倉_全週期,124.5,20240626,2451,backup_v4,-5.757190817530169,0.0,121.225,2.70158795627965,0.0,-6724.0,-8.07,100-200,<7日
2383,backup_v4,20240703,492.5,20240718,447.5,15,-9.58%,"NT$-7,937",停損,"NT$82,858",v4,6週+6個持倉_全週期,492.5,20240703,2383,backup_v4,-10.46116174670113,0.0,456.1,7.980705985529483,0.0,-7937.0,-9.58,300-500,14-30日
5483,backup_v4,20240626,221.5,20240726,199.5,30,-10.37%,"NT$-8,630",停損,"NT$83,181",v4,6週+6個持倉_全週期,221.5,20240626,5483,backup_v4,-6.054178075520298,0.0,212.125,4.419563936358279,0.0,-8630.0,-10.37,200-300,14-30日
5904,main,20240619,529.0,20240731,514.0,42,-3.28%,"NT$-2,726",到期,"NT$83,171",v4,6週+6個持倉_全週期,529.0,20240619,5904,main,0.0,0.0,0.0,0.0,0.0,-2726.0,-3.28,500+,30-42日
6231,main,20240619,398.0,20240731,410.5,42,+2.70%,"NT$+2,248",到期,"NT$83,301",v4,6週+6個持倉_全週期,398.0,20240619,6231,main,0.0,0.0,0.0,0.0,0.0,2248.0,2.7,300-500,30-42日
1615,backup_v4,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-10,583",停損,"NT$83,279",v4,6週+6個持倉_全週期,69.3,20240626,1615,backup_v4,-6.446991404011461,0.0,70.28,-1.3944223107569778,0.0,-10583.0,-12.71,50-100,30-42日
2739,backup_v4,20240731,67.5,20240805,61.7,5,-9.04%,"NT$-7,524",停損,"NT$83,279",v4,6週+6個持倉_全週期,67.5,20240731,2739,backup_v4,-17.41160773849233,0.0,65.17,3.5752646923431,0.0,-7524.0,-9.04,50-100,<7日
5519,backup_v4,20240731,55.4,20240805,49.15,5,-11.72%,"NT$-9,770",停損,"NT$83,329",v4,6週+6個持倉_全週期,55.4,20240731,5519,backup_v4,-7.215189873417721,0.0,51.2225,8.155595685489779,0.0,-9770.0,-11.72,50-100,<7日
6228,backup_v4,20240731,72.9,20240805,66.1,5,-9.77%,"NT$-8,138",停損,"NT$83,297",v4,6週+6個持倉_全週期,72.9,20240731,6228,backup_v4,-5.694879832810868,0.0,48.265,51.04112711074278,0.0,-8138.0,-9.77,50-100,<7日
5534,backup_v4,20240731,136.5,20240806,118.5,6,-13.63%,"NT$-11,346",停損,"NT$83,247",v4,6週+6個持倉_全週期,136.5,20240731,5534,backup_v4,-8.322005739314303,0.0,125.625,8.656716417910449,0.0,-11346.0,-13.63,100-200,<7日
3374,backup_v4,20240626,177.0,20240807,209.5,42,+17.92%,"NT$+14,928",到期,"NT$83,309",v4,6週+6個持倉_全週期,177.0,20240626,3374,backup_v4,-19.651320243737306,0.0,154.925,14.24883007907051,0.0,14928.0,17.92,100-200,30-42日
2597,backup_v4,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-21,052",停損,"NT$83,143",v4,6週+6個持倉_全週期,205.0,20240807,2597,backup_v4,-5.515565952852258,0.0,202.725,1.1222098902454092,0.0,-21052.0,-25.32,200-300,<7日
2363,backup_v4,20240807,70.6,20240904,62.4,28,-12.06%,"NT$-10,042",停損,"NT$83,285",v4,6週+6個持倉_全週期,70.6,20240807,2363,backup_v4,-15.138244419428352,0.0,64.1,10.14040561622465,0.0,-10042.0,-12.06,50-100,14-30日
2548,backup_v4,20240807,145.0,20240910,133.5,34,-8.37%,"NT$-6,967",停損,"NT$83,203",v4,6週+6個持倉_全週期,145.0,20240807,2548,backup_v4,-9.683570704963948,0.0,158.0,-8.227848101265822,0.0,-6967.0,-8.37,100-200,30-42日
5347,backup_v4,20240814,119.0,20240910,107.5,27,-10.11%,"NT$-8,419",停損,"NT$83,300",v4,6週+6個持倉_全週期,119.0,20240814,5347,backup_v4,-5.42505827017823,0.0,117.975,0.8688281415554191,0.0,-8419.0,-10.11,100-200,14-30日
4420,backup_v4,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-11,142",停損,"NT$83,299",v4,6週+6個持倉_全週期,63.4,20240807,4420,backup_v4,-6.545852210592094,0.0,60.175,5.3593685085168286,0.0,-11142.0,-13.38,50-100,30-42日
6629,backup_v4,20240807,121.0,20240918,131.5,42,+8.24%,"NT$+6,855",到期,"NT$83,245",v4,6週+6個持倉_全週期,121.0,20240807,6629,backup_v4,-15.148413510747186,0.0,116.5,3.862660944206009,0.0,6855.0,8.24,100-200,30-42日
2250,backup_v4,20240814,94.4,20240925,106.5,42,+12.38%,"NT$+10,307",到期,"NT$83,285",v4,6週+6個持倉_全週期,94.4,20240814,2250,backup_v4,-5.30579181855002,0.0,92.395,2.1700308458250013,0.0,10307.0,12.38,50-100,30-42日
8249,backup_v4,20240918,56.9,20241004,50.8,16,-11.16%,"NT$-9,300",停損,"NT$83,306",v4,6週+6個持倉_全週期,56.9,20240918,8249,backup_v4,-5.477646266898525,0.0,36.76,54.78781284004353,0.0,-9300.0,-11.16,50-100,14-30日
1472,backup_v4,20240904,59.3,20241016,60.5,42,+1.58%,"NT$+1,317",到期,"NT$83,316",v4,6週+6個持倉_全週期,59.3,20240904,1472,backup_v4,-12.7838519764508,0.0,57.285,3.5175002182072106,0.0,1317.0,1.58,50-100,30-42日
3081,backup_v4,20240911,192.5,20241023,362.0,42,+87.61%,"NT$+72,960",到期,"NT$83,279",v4,6週+6個持倉_全週期,192.5,20240911,3081,backup_v4,-20.543543379990197,0.0,157.375,22.319301032565527,0.0,72960.0,87.61,100-200,30-42日
3227,backup_v4,20240911,223.5,20241023,254.5,42,+13.43%,"NT$+11,180",到期,"NT$83,260",v4,6週+6個持倉_全週期,223.5,20240911,3227,backup_v4,-9.501187648456057,0.0,205.45,8.785592601606236,0.0,11180.0,13.43,200-300,30-42日
6274,backup_v4,20240918,174.5,20241029,161.0,41,-8.18%,"NT$-6,803",停損,"NT$83,180",v4,6週+6個持倉_全週期,174.5,20240918,6274,backup_v4,-10.163434299411636,0.0,171.475,1.764105554745593,0.0,-6803.0,-8.18,100-200,30-42日
2397,backup_v4,20241030,86.3,20241108,79.8,9,-7.97%,"NT$-6,644",停損,"NT$83,312",v4,6週+6個持倉_全週期,86.3,20241030,2397,backup_v4,-7.9340046099720976,0.0,79.165,9.012821322554148,0.0,-6644.0,-7.97,50-100,7-14日
8155,backup_v4,20241030,144.5,20241108,132.0,9,-9.09%,"NT$-7,566",停損,"NT$83,206",v4,6週+6個持倉_全週期,144.5,20241030,8155,backup_v4,-13.814432989690722,0.0,141.575,2.066042733533471,0.0,-7566.0,-9.09,100-200,7-14日
6208,backup_v4,20241030,59.1,20241118,54.5,19,-8.23%,"NT$-6,855",停損,"NT$83,331",v4,6週+6個持倉_全週期,59.1,20241030,6208,backup_v4,-35.23877917414722,0.0,62.66,-5.681455473986587,0.0,-6855.0,-8.23,50-100,14-30日
2354,backup_v4,20241030,80.6,20241211,83.8,42,+3.53%,"NT$+2,939",到期,"NT$83,298",v4,6週+6個持倉_全週期,80.6,20241030,2354,backup_v4,-6.437897754522479,0.0,68.45,17.750182615047468,0.0,2939.0,3.53,50-100,30-42日
4961,backup_v4,20241030,247.5,20241211,236.0,42,-5.09%,"NT$-4,238",到期,"NT$83,279",v4,6週+6個持倉_全週期,247.5,20241030,4961,backup_v4,-5.064893953782843,0.0,271.5,-8.83977900552486,0.0,-4238.0,-5.09,200-300,30-42日
3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-7,094",停損,"NT$83,192",v4,6週+6個持倉_全週期,569.0,20250312,3563,main,0.0,0.0,0.0,0.0,0.0,-7094.0,-8.53,500+,14-30日
6643,main,20250312,690.0,20250331,582.0,19,-16.09%,"NT$-13,345",停損,"NT$82,918",v4,6週+6個持倉_全週期,690.0,20250312,6643,main,0.0,0.0,0.0,0.0,0.0,-13345.0,-16.09,500+,14-30日
7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-11,097",停損,"NT$82,654",v4,6週+6個持倉_全週期,724.0,20250326,7722,main,0.0,0.0,0.0,0.0,0.0,-11097.0,-13.43,500+,<7日
2753,backup_v4,20250416,191.0,20250422,176.0,6,-8.30%,"NT$-6,902",停損,"NT$83,203",v4,6週+6個持倉_全週期,191.0,20250416,2753,backup_v4,-7.240806150010388,0.0,175.4,8.8939566704675,0.0,-6902.0,-8.3,100-200,<7日
6865,backup_v4,20250430,79.9,20250507,71.2,7,-11.33%,"NT$-9,438",停損,"NT$83,294",v4,6週+6個持倉_全週期,79.9,20250430,6865,backup_v4,-10.13888888888889,0.0,72.395,10.366738034394654,0.0,-9438.0,-11.33,50-100,<7日
6023,backup_v4,20250416,80.6,20250528,83.6,42,+3.28%,"NT$+2,732",到期,"NT$83,298",v4,6週+6個持倉_全週期,80.6,20250416,6023,backup_v4,-8.583716623857596,0.0,80.82,-0.27220984904726414,0.0,2732.0,3.28,50-100,30-42日
6680,backup_v4,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-83,673",停損,"NT$83,304",v4,6週+6個持倉_全週期,79.3,20250430,6680,backup_v4,-6.480648064806481,0.0,75.625,4.859504132231401,0.0,-83673.0,-100.44,50-100,14-30日
4571,backup_v4,20250430,151.5,20250611,160.5,42,+5.50%,"NT$+4,579",到期,"NT$83,292",v4,6週+6個持倉_全週期,151.5,20250430,4571,backup_v4,-5.872756933115824,0.0,142.575,6.259863229879019,0.0,4579.0,5.5,100-200,30-42日
7631,backup_v4,20250430,101.5,20250611,103.5,42,+1.53%,"NT$+1,272",到期,"NT$83,247",v4,6週+6個持倉_全週期,101.5,20250430,7631,backup_v4,-8.680555555555555,0.0,98.63,2.9098651525904944,0.0,1272.0,1.53,100-200,30-42日
7718,backup_v4,20250430,51.0,20250611,50.8,42,-0.83%,NT$-695,到期,"NT$83,300",v4,6週+6個持倉_全週期,51.0,20250430,7718,backup_v4,-14.136125654450263,0.0,50.59,0.8104368452263225,0.0,-695.0,-0.83,50-100,30-42日
3036,backup_v4,20250507,116.0,20250618,129.5,42,+11.20%,"NT$+9,325",到期,"NT$83,291",v4,6週+6個持倉_全週期,116.0,20250507,3036,backup_v4,-5.462538068267945,0.0,103.855,11.694189013528474,0.0,9325.0,11.2,100-200,30-42日
4749,main,20250618,657.0,20250704,596.0,16,-9.73%,"NT$-8,064",停損,"NT$82,900",v4,6週+6個持倉_全週期,657.0,20250618,4749,main,0.0,0.0,0.0,0.0,0.0,-8064.0,-9.73,500+,14-30日
1583,backup_v4,20250528,59.5,20250707,55.2,40,-7.67%,"NT$-6,389",停損,"NT$83,300",v4,6週+6個持倉_全週期,59.5,20250528,1583,backup_v4,-5.084745762711865,0.0,59.595,-0.15940934642167776,0.0,-6389.0,-7.67,50-100,30-42日
6919,main,20250702,1345.0,20250707,1240.0,5,-8.25%,"NT$-6,778",停損,"NT$82,162",v4,6週+6個持倉_全週期,1345.0,20250702,6919,main,0.0,0.0,0.0,0.0,0.0,-6778.0,-8.25,500+,<7日
3231,backup_v4,20250603,109.5,20250715,120.0,42,+9.15%,"NT$+7,613",到期,"NT$83,229",v4,6週+6個持倉_全週期,109.5,20250603,3231,backup_v4,-6.980236578300021,0.0,111.425,-1.7276194749831701,0.0,7613.0,9.15,100-200,30-42日
3131,main,20250716,1655.0,20250724,1530.0,8,-8.00%,"NT$-6,626",停損,"NT$82,868",v4,6週+6個持倉_全週期,1655.0,20250716,3131,main,0.0,0.0,0.0,0.0,0.0,-6626.0,-8.0,500+,7-14日
5536,main,20250723,494.5,20250903,854.0,42,+72.26%,"NT$+60,114",到期,"NT$83,194",v4,6週+6個持倉_全週期,494.5,20250723,5536,main,0.0,0.0,0.0,0.0,0.0,60114.0,72.26,300-500,30-42日
3450,backup_v4,20251008,283.0,20251013,262.5,5,-7.69%,"NT$-6,404",停損,"NT$83,321",v4,6週+6個持倉_全週期,283.0,20251008,3450,backup_v4,-16.002182246277975,0.0,249.25,13.54062186559679,0.0,-6404.0,-7.69,200-300,<7日
3037,backup_v4,20251008,160.0,20251014,146.0,6,-9.19%,"NT$-7,659",停損,"NT$83,319",v4,6週+6個持倉_全週期,160.0,20251008,3037,backup_v4,-11.6503422653734,0.0,151.25,5.785123966942149,0.0,-7659.0,-9.19,100-200,<7日
3709,backup_v4,20251014,58.5,20251015,53.2,1,-9.50%,"NT$-7,916",停損,"NT$83,306",v4,6週+6個持倉_全週期,58.5,20251014,3709,backup_v4,-25.221491854815664,0.0,45.105,29.697372796807457,0.0,-7916.0,-9.5,50-100,<7日
6720,backup_v4,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-7,176",停損,"NT$83,239",v4,6週+6個持倉_全週期,134.5,20251001,6720,backup_v4,-5.633802816901409,0.0,132.25,1.7013232514177694,0.0,-7176.0,-8.62,100-200,14-30日
7747,backup_v4,20251001,141.5,20251029,131.5,28,-7.51%,"NT$-6,257",停損,"NT$83,321",v4,6週+6個持倉_全週期,141.5,20251001,7747,backup_v4,-15.369261477045908,0.0,138.875,1.8901890189018902,0.0,-6257.0,-7.51,100-200,14-30日
6994,backup_v4,20251001,95.2,20251112,94.0,42,-1.70%,"NT$-1,419",到期,"NT$83,323",v4,6週+6個持倉_全週期,95.2,20251001,6994,backup_v4,-5.461465271170314,0.0,92.955,2.4151471141950456,0.0,-1419.0,-1.7,50-100,30-42日
3260,backup_v4,20251008,175.5,20251119,191.0,42,+8.39%,"NT$+6,989",到期,"NT$83,306",v4,6週+6個持倉_全週期,175.5,20251008,3260,backup_v4,-8.951323097027116,0.0,141.925,23.656861018143378,0.0,6989.0,8.39,100-200,30-42日
3189,backup_v4,20251014,122.5,20251125,137.5,42,+11.80%,"NT$+9,831",到期,"NT$83,296",v4,6週+6個持倉_全週期,122.5,20251014,3189,backup_v4,-15.228314377864539,0.0,113.275,8.143897594350028,0.0,9831.0,11.8,100-200,30-42日
6442,main,20251203,1250.0,20251218,1110.0,15,-11.64%,"NT$-9,619",停損,"NT$82,618",v4,6週+6個持倉_全週期,1250.0,20251203,6442,main,0.0,0.0,0.0,0.0,0.0,-9619.0,-11.64,500+,14-30日
2066,backup_v4,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-12,773",停損,"NT$166,647",v4,90天+3個持倉_2023年,90.0,20230308,2066,backup_v4,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-12773.0,-7.66,50-100,7-14日
6472,main,20230222,493.0,20230523,807.0,90,+63.25%,"NT$+105,233",到期,"NT$166,378",v4,90天+3個持倉_2023年,493.0,20230222,6472,main,0.0,0.0,0.0,0.0,0.0,105233.0,63.25,300-500,42-90日
2474,backup_v4,20230308,187.5,20230606,188.0,90,-0.18%,NT$-293,到期,"NT$166,549",v4,90天+3個持倉_2023年,187.5,20230308,2474,backup_v4,-5.166232073011734,0.0,187.8,-0.15974440894569295,0.0,-293.0,-0.18,100-200,42-90日
1795,main,20230524,334.5,20230608,311.0,15,-7.47%,"NT$-12,433",停損,"NT$166,483",v4,90天+3個持倉_2023年,334.5,20230524,1795,main,0.0,0.0,0.0,0.0,0.0,-12433.0,-7.47,300-500,14-30日
1580,backup_v4,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-13,125",停損,"NT$166,614",v4,90天+3個持倉_2023年,134.5,20230607,1580,backup_v4,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-13125.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-12,832",停損,"NT$166,584",v4,90天+3個持倉_2023年,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-12832.0,-7.7,300-500,14-30日
2330,backup_v4,20230614,590.0,20230811,546.0,58,-7.90%,"NT$-13,163",停損,"NT$166,617",v4,90天+3個持倉_2023年,590.0,20230614,2330,backup_v4,-8.138326349625567,0.0,556.3,6.0578824375337135,0.0,-13163.0,-7.9,500+,42-90日
2308,backup_v4,20230614,353.0,20230912,332.5,90,-6.25%,"NT$-10,406",到期,"NT$166,500",v4,90天+3個持倉_2023年,353.0,20230614,2308,backup_v4,-5.245006321112515,0.0,318.675,10.771161842002035,0.0,-10406.0,-6.25,300-500,42-90日
1560,backup_v4,20230621,127.0,20230919,139.0,90,+9.01%,"NT$+15,005",到期,"NT$166,607",v4,90天+3個持倉_2023年,127.0,20230621,1560,backup_v4,-12.54371122391427,0.0,121.025,4.936996488328853,0.0,15005.0,9.01,100-200,42-90日
8081,backup_v4,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+30,503",到期,"NT$166,488",v4,90天+3個持倉_2023年,226.5,20230816,8081,backup_v4,-5.36972352140193,0.0,213.0,6.338028169014084,0.0,30503.0,18.32,200-300,42-90日
